iter	Logloss
778	0.3966111809
779	0.396607645
780	0.3965867507
781	0.3965484093
782	0.3965363949
783	0.3965202063
784	0.3965171593
785	0.3965147873
786	0.3964992846
787	0.3964772255
788	0.3964677419
789	0.3964529883
790	0.3964209341
791	0.3963992082
792	0.3963616067
793	0.3963579202
794	0.3963413482
795	0.3963312911
796	0.3963312063
797	0.3962877882
798	0.3962592176
799	0.3962452483
800	0.3962134453
801	0.396207908
802	0.3961934157
803	0.3961678919
804	0.3961382886
805	0.3961270007
806	0.3961109743
807	0.3960839486
808	0.3960493633
809	0.3960437985
810	0.3960243713
811	0.3960065714
812	0.3959928454
813	0.3959780024
814	0.3959750772
815	0.3959654689
816	0.3959462728
817	0.3959280208
818	0.3959100989
819	0.3958929713
820	0.3958875855
821	0.3958630488
822	0.3958317202
823	0.3957986545
824	0.3957562732
825	0.3957264468
826	0.3956929202
827	0.3956780512
828	0.3956324423
829	0.3956111177
830	0.3955967831
831	0.3955707457
832	0.3955567184
833	0.3955473975
834	0.3955361136
835	0.3954788713
836	0.3954770461
837	0.3954611587
838	0.3954435185
839	0.3953818634
840	0.3953667751
841	0.3953367875
842	0.3953364039
843	0.3953247131
844	0.3953047946
845	0.395290211
846	0.395282553
847	0.3952509057
848	0.3952287299
849	0.3951751207
850	0.3951372292
851	0.3951186248
852	0.3950982208
853	0.3950710897
854	0.3950510582
855	0.3950317231
856	0.395017563
857	0.3950080656
858	0.3949896151
859	0.3949776702
860	0.3949603828
861	0.3949105528
862	0.3948963619
863	0.3948767322
864	0.3948485623
865	0.3948246638
866	0.3948053885
867	0.3947496919
868	0.3947213093
869	0.3947041292
870	0.3946993006
871	0.3946662306
872	0.3946505814
873	0.3946171335
874	0.3945828483
875	0.3945690786
876	0.3945595576
877	0.394527413
878	0.3945265397
879	0.3945142582
880	0.3945071872
881	0.3944975568
882	0.3944878957
883	0.3944736935
884	0.3944525866
885	0.3944273758
886	0.3944156785
887	0.3943961265
888	0.3943786395
889	0.3943689767
890	0.3943547555
891	0.3943147568
892	0.3942955731
893	0.394287398
894	0.3942746525
895	0.3942542688
896	0.3942400746
897	0.3942242025
898	0.39421013
899	0.3941936711
900	0.3941826619
901	0.3941579525
902	0.3941437958
903	0.394137346
904	0.3941225005
905	0.39406828
906	0.3940224866
907	0.394007022
908	0.3939791656
909	0.3939524996
910	0.3939397121
911	0.3939256895
912	0.3939187031
913	0.3938929115
914	0.3938785255
915	0.3938722993
916	0.3938648117
917	0.3938389274
918	0.3938240037
919	0.3938104654
920	0.3937721768
921	0.3937380493
922	0.3937180786
923	0.3937060705
924	0.3936758154
925	0.3936404413
926	0.3936047998
927	0.3935785201
928	0.39356922
929	0.3935168044
930	0.3935137619
931	0.3934882043
932	0.39346126
933	0.3934473683
934	0.3934307386
935	0.3934062008
936	0.3933999792
937	0.3933930665
938	0.3932963787
939	0.393280081
940	0.3932424226
941	0.3932174961
942	0.3931789342
943	0.3931515655
944	0.3931338084
945	0.3931180743
946	0.3930934435
947	0.3930764109
948	0.3930593817
949	0.3930220114
950	0.3929482529
951	0.3929388417
952	0.3928977954
953	0.3928801617
954	0.3928654737
955	0.3928413953
956	0.3928367936
957	0.3927879641
958	0.392783233
959	0.3927753596
960	0.3927681724
961	0.3927515895
962	0.3927456885
963	0.3927413358
964	0.392711153
965	0.3926919504
966	0.3926216564
967	0.3926178765
968	0.3925865586
969	0.3925772045
970	0.3925504548
971	0.3925026049
972	0.3924790549
973	0.3924699521
974	0.3924448117
975	0.3924358951
976	0.3924182505
977	0.3923762014
978	0.3923644069
979	0.3923145006
980	0.3922931577
981	0.3922726296
982	0.3922680952
983	0.3922478864
984	0.3922122104
985	0.3921711108
986	0.3921576798
987	0.3921261159
988	0.3920945354
989	0.3920847695
990	0.392067872
991	0.3920415745
992	0.3920124132
993	0.3919970465
994	0.3919739073
995	0.3919396037
996	0.3919129843
997	0.3918888351
998	0.3918785096
999	0.3918653295
